Identity;RemoteHostName;BatchName;FinalSyncTimestamp;LargeItemsEncountered;TotalMailboxItemCount;TotalMailboxSize;TotalPrimaryItemCount;TotalPrimarySize;TotalArchiveItemCount;TotalArchiveSize;ItemsTransferred;BytesTransferred;ArchiveItemsTransferred;ArchiveBytesTransferred;ShardItemsTransferred;ShardBytesTransferred;SyncedItemCount;OverallDuration;TotalFailedDuration;TotalInProgressDuration;TotalQueuedDuration;TotalSuspendedDuration;TotalTransientFailureDuration;TotalStalledDueToContentIndexingDuration;TotalStalledDueToMailboxLockedDuration;TotalStalledDueToMdbReplicationDuration;TotalStalledDueToReadCpu;TotalStalledDueToReadThrottle;TotalStalledDueToReadUnknown;TotalStalledDueToWriteCpu;TotalStalledDueToWriteThrottle;TotalStalledDueToWriteUnknown
User-1;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:03;0;3486;105,26;3481;105,23;5;0,03;5368;174,25;8;0,1;18;0,23;0;395,2;0;77,2;0;272,4;0;0;0;0;0;0;0;0;0;0
User-2;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:03;0;3808;572,4;3805;572,38;3;0,01;3967;665,55;5;0,07;7;0,1;0;395,2;0;166,2;0;241,8;0;0;0;0;0;0;0;0;0;0
User-3;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:02;0;13793;5964,51;13788;5963,66;5;0,85;15889;6234,8;7;0,93;1932;141,96;0;345,2;0;128,6;1;228,4;0;0;0;0;0;0;0;0;0;0
User-4;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:37;0;232;61,31;230;61,29;2;0,01;291;63,66;7;0,08;32;0,48;0;871,8;0;308,8;0;575,8;0;0;0;0;0;0;0;0;0;0
User-5;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:11;0;615;76,03;611;76,01;4;0,02;973;89,14;9;0,1;332;10,19;0;417,2;0;122;0;308;0;0;0;0;0;0;0;0;0;0
User-6;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:01;0;142;19,65;139;19,64;3;0,01;224;24,42;5;0,06;76;1,2;0;292,8;0;168,4;0;182,8;0;0;0;0;0;0;0;0;0;0
User-7;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:01;0;174;24,91;172;24,9;2;0,01;287;30,37;4;0,04;107;1,4;0;344,2;0;81,8;2;214,8;0;0;0;0;0;0;0;0;0;0
User-8;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:03;0;6557;1087,74;6554;1087,73;3;0,01;11617;1568,94;6;0,07;4906;400,26;0;294,8;0;620;0;267,8;0;0;0;0;0;0;0;0;0;0
User-9;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:03;0;14193;5926,46;14190;5926,45;3;0,01;16922;6578,64;5;0,07;2256;485,88;0;345,2;0;122;1;231;0;0;0;0;0;0;0;0;3;0
User-10;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;88909;15242,17;88906;15242,16;3;0,01;91098;16428,54;6;0,08;1394;309,82;0;395,6;0;109,6;0;298,8;0;0;0;0;0;0;0;0;0;0
User-11;ews-apac.psdaych.re;EXOMigration_APAC_W41_W40_EXCL20211007071907;10/18/2021 5:33:27 PM;0;119;7,32;115;7,29;4;0,03;131;10,41;7;0,1;0;0;0;617,2;0;331,6;0;344;0;0;0;0;0;0;0;0;0;0
User-12;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:47:06 AM;0;15194;1882,89;15190;1882,87;4;0,02;15338;1990,71;12;0,15;39;0,39;0;497,2;0;87,4;0;467,2;0;0;0;0;0;0;0;0;0;0
User-13;ews-apac.psdaych.re;EXOMigration_APAC_W41_W40_EXCL20211007071907;10/18/2021 5:33:51 PM;0;4681;423,05;4677;423,03;4;0,01;4706;451,56;8;0,1;0;0;0;618,2;0;248,8;0;375,2;7;0;0;0;0;0;0;0;0;0
User-14;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:47:32 AM;0;10685;513,52;10682;513,51;3;0,02;10714;549,28;9;0,12;15;0,23;0;497,2;0;124;0;431,6;0;0;0;0;0;0;0;0;0;0
User-15;owa.psdaych.re;EXOMigration_EMEA_W44_D2_2_G-acc_20241102123208;11/04/2021 20:00;0;176597;6904,25;26047;981,55;150550;5922,7;177977;8181,37;150596;6998,43;62;0,49;173491;160,2;414;411;0;160;0;0;0;0;0;0;0;0;3;0
User-16;owa.psdaych.re;EXOMigration_EMEA_W43_W42_G-accounts_D3_2_20241026035225;10/27/2021 9:33:01 PM;0;3845;3066,66;3829;3065,98;16;0,68;3908;3090,27;17;0,78;30;0,22;0;106,2;0;728;0;110,8;0;0;0;0;0;0;0;0;0;0
User-17;owa.psdaych.re;EXOMigration_EMEA_W44_D4_1_G-acc_20241102015528;11/04/2021 21:48;0;246629;26691,15;57828;13382,77;188801;13308,38;247905;28157,49;188877;14234,28;36;0,2;245807;171,2;0;81,2;0;78;1;0;0;0;0;0;0;0;10;0
User-18;owa.psdaych.re;EXOMigration_EMEA_W42_SR2_20241018011441;10/20/2021 8:34:37 PM;0;3307;279,26;3304;279,25;3;0,01;4116;424,62;5;0,07;732;110,43;3952;146,4;0;17;0;188,8;0;0;0;0;0;0;0;0;0;0
User-19;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:43:24 AM;0;1299;183,01;1297;182,99;2;0,01;1330;190,89;6;0,09;19;0,31;0;497,2;0;198,2;0;357,4;0;0;0;0;0;0;0;0;0;0
User-20;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:12;0;3050;528,52;3047;528,5;3;0,02;3603;633,57;8;0,1;508;54,14;0;373;0;86;0;299,8;0;0;0;0;0;0;0;0;0;0
User-21;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:10;0;1663;425,73;1660;425,72;3;0,02;2141;493,36;9;0,1;445;30,87;0;370;0;1376;0;312,6;0;0;0;0;0;0;0;0;0;0
User-22;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:04;0;61513;15933,6;61509;15933,59;4;0,01;63982;16817,78;7;0,07;2074;383,96;0;352,2;0;104,4;1;199,2;0;0;0;0;0;0;0;0;0;0
User-23;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:04;0;98057;15610,12;98053;15610,1;4;0,01;101668;17143,41;6;0,06;2875;574,26;0;349,2;0;102,8;0;192,8;0;0;0;0;0;0;0;0;7;0
User-24;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;94224;12607,27;94221;12607,26;3;0,01;98650;13438,73;7;0,09;3431;143,99;0;587,2;0;185,6;0;370,4;0;0;0;0;0;0;0;0;2;0
User-25;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:39;0;32324;15647,38;32321;15647,36;3;0,01;40026;16872,08;8;0,09;4969;555,62;0;343,4;0;84,4;0;307,4;4;0;0;0;0;0;0;0;5;0
User-26;owa.psdaych.re;EXOMigration_EMEA_W44_D2_2_G-acc_20241102123208;11/04/2021 19:57;0;12540;1512,26;12535;1512,24;5;0,03;12612;1576,11;6;0,08;15;0,21;0;143,4;0;1370;0;93;0;0;0;0;0;0;0;0;0;0
User-27;owa.psdaych.re;EXOMigration_EMEA_W44_D4_1_G-acc_20241102015528;11/04/2021 21:48;0;10381;2095,41;10378;2095,39;3;0,01;10445;2163,61;4;0,06;19;0,22;0;125,8;0;897;0;73,2;0;0;0;0;0;0;0;0;0;0
User-28;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:14;0;27741;2763,79;27739;2763,78;2;0,01;31478;3198,33;6;0,09;3686;231,2;0;388,4;0;68;0;200,8;1;0;0;0;0;0;0;0;60;0
User-29;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:14;0;88034;11951,87;88030;11951,84;4;0,03;88874;13053,73;6;0,09;502;42,85;0;403,6;0;182,6;0;279,4;0;0;0;0;0;0;0;0;0;0
User-30;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;27183;4350,49;27180;4350,48;3;0,01;29378;4696,11;6;0,08;1804;130,46;0;583,2;0;221,2;3;340,8;0;0;0;0;0;0;0;0;5;0
User-31;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:17;0;76;10,92;74;10,91;2;0,01;96;11,55;3;0,04;14;0,2;0;407,2;0;228;0;234,6;0;0;0;0;0;0;0;0;3;0
User-32;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;5387;725,23;4412;415,59;975;309,64;7632;881,5;924;306;964;28,8;0;543;0;170,4;0;326;0;0;0;0;0;0;0;0;0;0
User-33;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;29070;3267,68;29066;3267,65;4;0,03;29511;3728,58;7;0,1;276;44,72;0;407,4;0;155,4;0;262,4;0;0;0;0;0;0;0;0;0;0
User-34;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;2244;260,27;2240;260,26;4;0,01;2485;296,36;8;0,09;212;5,02;0;524,8;0;215,6;0;309;0;0;0;0;0;0;0;0;0;0
User-35;owa.psdaych.re;EXOMigration_EMEA_W45_SR_IWC_20241104062803;11/09/2021 19:39;0;119236;18007,04;119232;18007,02;4;0,02;120970;19009;5;0,07;543;27,8;0;303,6;0;109,8;1;204,6;1;0;0;0;0;0;0;0;0;0
User-36;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:02;0;101;8,03;99;8,02;2;0,01;125;8,66;4;0,04;18;0,23;0;344,2;0;105,4;0;192,2;0;0;0;0;0;0;0;0;0;0
User-37;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:35;0;44944;9169,1;44940;9169,08;4;0,02;45855;9600,26;6;0,07;412;18,34;0;664,8;0;512,2;0;151,6;0;0;0;0;0;0;0;0;0;0
User-38;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:37:14 PM;0;154080;53028,57;31800;14508,95;122280;38519,63;163056;55995,25;121924;39043,6;4752;1196,79;0;1243,4;0;650,8;1;424,2;3;0;0;5;0;0;15;20;30;0
User-39;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:05;0;63059;14346,6;63055;14346,58;4;0,01;65479;14997,74;7;0,07;1336;141,04;0;396,2;0;123,6;0;283,4;0;0;0;0;0;0;0;0;2;0
User-40;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:03;0;188;23,31;185;23,3;3;0,01;237;28,09;6;0,07;42;0,71;0;294,8;0;128,8;0;164;0;0;0;0;0;0;0;0;0;0
User-41;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:43;0;374;50,73;371;50,72;3;0,01;762;57,29;11;0,11;322;4,42;0;1008,4;0;411,8;0;655;0;0;0;0;0;0;0;0;0;0
User-42;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:06;0;90606;18397,94;90603;18397,92;3;0,01;92462;19097,21;5;0,06;578;14,16;0;300;0;138,2;0;174,6;0;0;0;0;0;0;0;0;0;0
User-43;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:03;0;1259;317,06;1256;317,05;3;0,01;1295;334,82;4;0,05;29;0,44;0;294,8;0;72,6;0;222,2;0;0;0;0;0;0;0;0;0;0
User-44;ews-apac.psdaych.re;EXOMigration_APAC_W42_D2_20241018123312;10/21/2021 7:47:51 PM;0;6110;1281,62;6105;1281,39;5;0,23;71693;9634,62;7;0,29;65537;8275,51;0;196,4;0;68,2;0;127,2;0;0;0;0;0;0;0;0;0;0
User-45;ews-apac.psdaych.re;EXOMigration_APAC_W42_D2_20241018123312;10/21/2021 7:58:04 PM;0;35869;4415,82;35865;4415,81;4;0,01;38513;4912,36;7;0,07;2169;232,71;0;207,4;0;100,4;0;178,2;6;0;0;0;0;0;0;0;58;0
User-46;ews-apac.psdaych.re;EXOMigration_APAC_W42_D2_20241018123312;10/21/2021 7:49:11 PM;0;9883;1677,73;9878;1677,64;5;0,09;48849;4664,56;8;0,17;38937;2893,84;0;197,4;0;804;0;224;0;0;0;0;0;0;0;0;0;0
User-47;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;549;62,77;546;62,76;3;0,01;888;76,71;5;0,06;307;10,71;0;543;0;263;0;280;0;0;0;0;0;0;0;0;0;0
User-48;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;91;11,06;89;11,05;2;0,01;122;11,92;5;0,05;22;0,26;0;462;0;97,8;1;317,6;0;0;0;0;0;0;0;0;0;0
User-49;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;475;69,52;473;69,51;2;0,01;635;77,61;5;0,07;151;5,63;0;403,6;0;136,2;0;267,4;0;0;0;0;0;0;0;0;0;0
User-50;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:10;0;21503;3188,65;21497;3188,61;6;0,04;22214;3410,89;11;0,13;606;47,66;0;371;0;80;0;303,8;0;0;0;0;0;0;0;0;0;0
User-51;owa.psdaych.re;EXOMigration_EMEA_W46_SR1_20241111121149;11/15/2021 2:07:22 AM;0;279304;23594,45;258976;18498,88;20328;5095,57;279858;24833,37;20494;5256,17;153;1,67;0;225,2;0;1010;0;161,4;0;0;0;0;0;0;0;1;15;0
User-52;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:43:33 AM;0;25831;7983,09;25831;7983,09;0;0;26884;8321,75;0;0;350;9,46;0;545,2;0;260;1;305,6;15;0;0;0;0;0;0;0;21;0
User-53;owa.psdaych.re;EXOMigration_EMEA_W44_D1_2_20241102072748;11/08/2021 00:08;0;33332;9290;33329;9289,98;3;0,01;37287;10111,94;6;0,08;3513;453,76;0;335,4;0;1167;0;250,4;0;0;0;0;0;0;0;0;0;0
User-54;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:03;0;1523;105,13;1520;105,11;3;0,01;1812;160,85;6;0,07;123;1,4;0;394,2;0;143,8;0;203,8;0;0;0;0;0;0;0;0;0;0
User-55;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:04;0;3677;685,57;3674;685,56;3;0,01;5034;970,05;6;0,07;1193;277,36;0;395,2;0;124,4;0;219,2;0;0;0;0;0;0;0;0;4;0
User-56;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:15;0;2055;424,22;2052;424,2;3;0,02;2481;491,56;9;0,1;376;28,97;0;416,4;0;924;0;336,8;0;0;0;0;0;0;0;0;0;0
User-57;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:03;0;1548;124,12;1545;124,11;3;0,01;1741;144,37;5;0,06;162;4,04;0;393,2;0;77;0;268,6;0;0;0;0;0;0;0;0;0;0
User-58;owa.psdaych.re;EXOMigration_EMEA_W42_D2_FR_20241017115309;10/19/2021 8:06:12 PM;0;17;0,25;14;0,23;3;0,02;33;0,53;8;0,09;10;0,12;25;80;0;2;0;77;0;0;0;0;0;0;0;0;0;0
User-59;owa.psdaych.re;EXOMigration_EMEA_W45_SR_IWC_20241104062803;11/09/2021 19:40;0;5151;764,56;5148;764,55;3;0,01;9056;1157,93;6;0,07;2349;304,33;0;303,6;0;103,8;0;213,6;0;0;0;0;0;0;0;0;0;0
User-60;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:46;0;70574;17619,21;70570;17619,19;4;0,01;83177;19319,51;6;0,07;7212;542,26;0;344,4;0;119,4;0;253,4;1;0;0;0;0;0;0;0;8;0
User-61;owa.psdaych.re;EXOMigration_EMEA_W45_SR_IWC_20241104062803;11/09/2021 19:41;0;31403;5473,29;31400;5473,27;3;0,01;34597;5905,13;6;0,07;2661;159,14;0;302,6;0;71,6;0;230;0;0;0;0;0;0;0;0;0;0
User-62;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:13;0;23010;5982,68;22978;5947,55;32;35,13;26185;6696,42;37;35,36;2792;444,44;0;402,4;0;102,4;0;358,4;0;0;0;0;0;0;0;0;0;0
User-63;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:48;0;8689;789,74;8686;789,73;3;0,01;9166;871,04;5;0,06;412;20,07;0;657,2;0;443;0;202;0;0;0;0;0;0;0;0;6;0
User-64;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:03;0;17625;4706,54;17621;4706,53;4;0,01;19032;5011,78;6;0,07;1167;111,84;0;346,2;0;61,2;2;280;0;0;0;0;0;0;0;0;2;0
User-65;owa.psdaych.re;EXOMigration_EMEA_W41_SR_Richemont_20241009122125;10/13/2021 8:33:05 PM;0;1293;181,53;1287;181,51;6;0,02;2151;278,39;10;0,08;653;78,35;0;258;0;1191;0;254;0;0;0;0;0;0;0;0;0;0
User-66;owa.psdaych.re;EXOMigration_EMEA_W44_D1_2_20241102072748;11/08/2021 00:09;0;151280;61183,55;74674;20219,54;76606;40964,02;163467;63226,73;77113;41368,71;8704;753,74;0;347,4;0;191;0;81,8;1;0;0;0;0;0;0;1;24;0
User-67;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;311486;39092,5;70527;18447,51;240959;20645;318174;42043,7;240623;21970,67;4381;711,18;0;409,4;0;124,2;0;263,2;0;0;0;0;0;0;0;5;7;0
User-68;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:05;0;62416;14187,82;62412;14187,8;4;0,01;80492;16529,85;6;0,07;17575;1814,32;0;395,2;0;174,8;1;230,2;0;0;0;0;0;0;0;0;2;0
User-69;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:18;0;158314;15912,24;148051;15147,57;10263;764,68;159780;16946,29;10265;828,38;1032;82,84;0;416,4;0;176;0;225,2;0;0;0;0;0;0;0;0;3;0
User-70;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:46;0;65925;16904,32;34843;7135,94;31082;9768,39;76591;20025,29;31000;10000,4;5524;1988,28;0;590,2;0;260,2;0;276,4;1;0;0;0;0;0;0;0;1;0
User-71;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;110140;13043,06;110137;13043,05;3;0,01;114289;14463,33;9;0,11;3461;607,61;0;587,2;0;88,8;1;435,6;0;0;0;0;0;0;0;0;0;0
User-72;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:33:50 PM;0;26443;3651,99;26439;3651,98;4;0,01;33414;4477,67;5;0,07;6915;664,92;0;143,8;0;82,4;0;1085;0;0;0;0;0;0;0;0;0;0
User-73;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;92404;8552,24;92394;8550,64;10;1,6;92935;9623,86;12;1,69;316;35,07;0;419,4;0;99;0;273,8;0;0;0;0;0;0;0;0;0;0
User-74;owa.psdaych.re;EXOMigration_EMEA_W43_W42_woFR_D1_D2_D3_D4_EXCL_20241025011110;11/10/2021 19:50;0;655;189,35;653;189,34;2;0,01;949;210,3;13;0,1;0;0;0;981,2;0;183,6;0;809,4;0;0;0;0;0;0;0;0;0;0
User-75;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:53;0;300600;25744,73;165496;17370,05;135104;8374,68;304672;28469,74;135106;9281,99;1966;310,07;0;353,4;0;144,8;0;198,4;1;0;0;0;5;0;0;0;9;0
User-76;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;6389;1186,53;6386;1186,52;3;0,01;6968;1278,36;5;0,06;359;8,96;0;584,2;0;214;3;317,6;0;0;0;0;0;0;0;0;2;0
User-77;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:47;0;55559;15540,85;55556;15540,84;3;0,01;60417;17467,7;8;0,09;2733;83,78;0;1024,2;0;414,4;0;391,4;2;0;0;0;0;0;5;0;25;0
User-78;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:36;0;1041;361,32;1038;361,31;3;0,01;1152;416,13;5;0,06;89;4,16;0;324,4;0;150,8;0;231;0;0;0;0;0;0;0;0;0;0
User-79;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:38:22 PM;0;18;0,85;15;0,84;3;0,01;66;1,42;14;0,13;17;0,22;0;1219;0;256,8;0;915,6;0;0;0;0;0;0;0;0;0;0
User-80;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:37:19 PM;0;623;20,98;619;20,97;4;0,01;671;23,54;13;0,12;19;0,23;0;1218;0;395,8;1;828;0;0;0;0;0;0;0;0;0;0
User-81;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:41:13 PM;0;228195;50261,35;21043;9160,96;207152;41100,39;239532;54346,53;209291;42925,06;2710;620,5;0;1206;0;694,2;0;469;65;0;0;0;0;0;0;0;46;0
User-82;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:39;0;36784;7834,53;20572;3178,35;16212;4656,18;39537;8395,41;16241;4775,59;1165;149,09;0;315,4;0;113,8;1;257;0;0;0;0;0;0;0;0;1;0
User-83;owa.psdaych.re;EXOMigration_EMEA_W42_SR4_20241018014616;10/19/2021 8:19:37 PM;0;4863;516,37;4857;516,34;6;0,03;7762;1106,89;7;0,07;2783;548,71;0;98,8;0;25;0;73,8;0;0;0;0;0;0;0;0;0;0
User-84;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:47;0;1095;91,36;1092;91,34;3;0,01;1228;103,08;5;0,06;123;2,33;0;655,4;0;469;0;241,8;0;0;0;0;0;0;0;0;0;0
User-85;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:04;0;4775;2554,32;4772;2554,31;3;0,01;16269;3175,94;5;0,07;11317;564,76;0;394,2;0;90,8;1;265,2;0;0;0;0;0;0;0;0;0;0
User-86;owa.psdaych.re;EXOMigration_EMEA_W44_D1_2_20241102072748;11/08/2021 00:10;0;60456;8731,56;60453;8731,55;3;0,01;61677;9380,05;5;0,07;600;135,45;0;335;0;78,2;0;202,2;0;0;0;0;0;0;0;1;6;0
User-87;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:46;0;1104;119,74;1101;119,73;3;0,01;1397;140,97;7;0,08;252;12,49;0;546,6;0;128;0;417,6;0;0;0;0;0;0;0;0;0;0
User-88;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:14;0;9572;2619,76;9569;2619,75;3;0,01;10349;2729,8;6;0,07;567;47,2;0;463;0;127;0;290,4;0;0;0;0;0;0;0;0;0;0
User-89;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;50;6,59;48;6,58;2;0,01;69;7,02;6;0,05;8;0,11;0;464;0;99,2;0;318,2;0;0;0;0;0;0;0;0;0;0
User-90;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:52;0;22649;2545,08;22647;2545,07;2;0,01;23218;2925,54;7;0,09;66;0,66;0;345,2;0;1383;0;281,8;0;0;0;0;0;0;0;0;0;0
User-91;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:04;0;94373;8198,25;94369;8198,22;4;0,03;106547;10469,97;6;0,09;11541;1702,33;0;395,2;0;157;1;188;0;0;0;0;0;0;0;0;10;0
User-92;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:38;0;10021;1989,04;10019;1989,03;2;0,01;17619;2587,18;6;0,08;7482;495,19;0;326,4;0;85,2;0;299,6;0;0;0;0;0;0;0;0;0;0
User-93;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:11;0;6580;771,64;6576;771,61;4;0,03;6899;887,61;7;0,1;264;10;0;371;0;183;0;187;0;0;0;0;0;0;0;0;0;0
User-94;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:39:04 PM;0;162045;38624,22;37986;18066,29;124059;20557,93;168084;40735,04;123798;21268,49;3010;259,73;0;1207,8;0;655;0;454,6;4;0;0;0;0;0;0;0;4;0
User-95;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:39;0;16317;5437,11;16314;5437,1;3;0,01;25935;6933,99;7;0,08;8576;1265,76;0;344,4;0;184,8;0;218;0;0;0;0;0;0;0;0;0;0
User-96;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:01;0;1251;319,18;1249;319,17;2;0,01;1286;336,88;6;0,07;26;0,37;0;343,2;0;1397;1;264,8;0;0;0;0;0;0;0;0;0;0
User-97;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:46:54 AM;0;20993;4153,17;20988;4153,13;5;0,03;30637;5834,97;9;0,1;9144;1453,95;0;538;0;210;0;325;0;0;0;0;0;0;0;0;0;0
User-98;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:34:04 PM;0;171;33,02;168;33;3;0,01;252;35,59;4;0,06;77;1,39;0;191;0;108,4;0;81,6;0;0;0;0;0;0;0;0;0;0
User-99;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:15;0;4885;1028,26;4882;1028,25;3;0,01;6857;1182,77;9;0,09;1771;87,6;0;383,8;0;1145;1;319,8;0;0;0;0;0;0;0;0;0;0
User-100;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:43;0;16875;3545,47;16871;3545,46;4;0,02;22370;3870,77;10;0,1;5393;212,53;0;1018,8;0;453,8;0;393,8;0;0;0;0;0;0;0;0;40;0
User-101;owa.psdaych.re;EXOMigration_EMEA_W42_D1_FR_20241017113605;10/21/2021 8:22:52 PM;0;47282;8970,79;47279;8970,78;3;0,01;89930;15104,9;5;0,08;22188;1727,36;0;234;0;1255;0;161,8;17;0;0;0;0;0;0;0;0;0
User-102;owa.psdaych.re;EXOMigration_EMEA_W42_D1_FR_20241017113605;10/21/2021 8:23:51 PM;0;135714;8667,44;135710;8667,42;4;0,02;135918;10910,34;7;0,08;129;0,95;135135;235;0;433;0;216,8;0;0;0;0;0;0;0;0;0;0
